"","time","S","I","R","Itotal","V1","V2","N","N_per","S_per","I_per","R_per","V1_per","V2_per","Itotal_per"
"84",84,266649575.530268,2069.23815434183,4412.48168393196,6755.43855781862,5647977.9995942,23031576.5278602,295335611.77756,100,90.2869701101612,0.000700639567943581,0.00149405676388777,1.91239314676624,7.79844204674072,0.00228737689883015
"85",85,266377195.599377,2257.76516463677,4819.283761524,7376.39503072204,5649093.73629306,23306291.223222,295339657.607818,100,90.1935072847885,0.000764463933805617,0.00163177671449851,1.9127447299321,7.89135174463109,0.00249759720400203
"86",86,266106282.06793,2463.25925421828,5263.10248773365,8053.69659145453,5650137.90631296,23579557.1575148,295343703.4935,100,90.1005435092293,0.000834031409873105,0.00178202630544635,1.91307207144754,7.98376836160781,0.0027268895514584
"87",87,265836822.430889,2687.22939284636,5747.26529597532,8792.39440296315,5651115.4433351,23851377.0656933,295347749.434606,100,90.0080745290218,0.000909852672989929,0.00194593163718955,1.91337684277372,8.07569284389426,0.00297696339985482
"88",88,265568803.807475,2931.31719595151,6275.39519865619,9597.98714813171,5652030.9409264,24121753.9703429,295351795.431139,100,89.9160959627185,0.000992483283087047,0.00212471882539116,1.91366060012463,8.16712623504836,0.00324967963513514
"89",89,265302212.908692,3197.30844930476,6851.43673975999,10476.4602202305,5652888.67598605,24390691.1532306,295355841.483098,100,89.8246032909,0.0010825275820684,0.00231972278095339,1.91392479241334,8.25806966632364,0.00354706382904907
"90",90,265037036.001786,3487.14562273548,7479.68419957892,11434.3283049127,5653692.63057571,24658192.1283002,295359887.590484,100,89.7335918441502,0.00118064292723811,0.00253239675183974,1.91417076865039,8.3485243475203,0.00387132064485559
"91",91,264773258.871389,3802.94145657574,8164.81224461868,12478.6816435032,5654446.51224475,24924260.6159634,295363933.753298,100,89.6430567899126,0.00128754428756767,0.00276432269196357,1.91439978483209,8.43849155827579,0.00422484948819987
"92",92,264510866.777099,4146.99371145568,8911.90923200645,13617.236291691,5655153.77295442,25188900.5185446,295367979.971541,100,89.5529931181384,0.00140400923345017,0.00301722252793452,1.91461301035383,8.52797263974637,0.00461026150939008
"93",93,264249844.407202,4521.8011795773,9726.51339538537,14858.3887141053,5655817.62669735,25452115.8967395,295372026.245214,100,89.4633956256323,0.00153088335312544,0.00329297040042328,1.91481153398121,8.61696898663297,0.00503039807221625
"94",94,263990175.828236,4930.08106369883,10614.6521583916,16211.2750837878,5656441.06590246,25713910.9469556,295376072.574317,100,89.3742588989894,0.00166908613170027,0.00359360596336757,1.91499636940948,8.70548203950609,0.00548835081409954
"95",95,263731844.430057,5374.78783881163,11582.884842496,17685.8356864294,5657026.87670892,25974289.9794034,295380118.95885,100,89.2855772960121,0.00181961733164594,0.00392134883123585,1.91516846043962,8.79351327738543,0.00598748343279435
"96",96,263474832.866038,5859.13372093502,12638.3490583785,19292.884862617,5657577.65318724,26233257.3968112,295384165.398816,100,89.197344925482,0.0019835639168485,0.0042786142721343,1.91532868579756,8.88106421053143,0.00653145534614847
"97",97,263219122.988024,6386.61087764181,13788.8110942205,21044.1869574095,5658095.81057989,26490817.6736382,295388211.894214,100,89.1095556251546,0.00216210756573083,0.00466803025273013,1.91547786362111,8.96813637340584,0.00712424738362474
"98",98,262964695.775589,6961.01552591209,15042.7206404947,22952.5387855576,5658583.59762926,26746975.3356609,295392258.445046,100,89.0222029378305,0.00235653282267961,0.00509245594982078,1.91561675563748,9.05473131775958,0.00777018968146982
"99",99,262711531.259151,7586.47407475153,16409.2702191588,25031.8591628088,5659043.10805568,27001734.9398112,295396305.051311,100,88.9352800853473,0.00256823594101278,0.00555500185295426,1.91574607105281,9.14085060580596,0.00847399196765872
"100",100,262459608.436429,8267.47148276249,17898.4597157742,27297.2860992349,5659476.29124423,27255101.0541401,295400351.713012,100,88.8487799403213,0.00279873447503357,0.0060590515928576,1.91586647017352,9.22649580343732,0.00924077643812517
"101",101,262208905.181708,9008.88201458375,19521.1664461641,29765.2822996457,5659884.9621948,27507078.2377843,295404398.430148,100,88.7626949954541,0.00304967768335853,0.00660828564161684,1.91597856777788,9.31166847344308,0.0100761134423948
"102",102,261959398.147306,9816.0025948825,21289.2212249674,32453.7496691568,5660270.81078623,27757671.0208083,295408445.20272,100,88.6770173302051,0.00332285781069881,0.0072067070426365,1.91608293625524,9.39637016868626,0.0109860602146583
"103",103,261711062.656617,10694.5889744582,23215.4909420523,35382.1535791651,5660635.41040182,28006883.8837947,295412492.03073,100,88.5917385746141,0.00362022232064097,0.00785866934145674,1.91618010852871,9.48060242519511,0.0119772029056525
"104",104,261463872.588033,11650.8949400712,25313.9681944199,38571.6577106327,5660980.22596018,28254721.2370491,295416538.914177,100,88.5068498700381,0.00394388715773829,0.00856890690259356,1.91627058077638,9.5643667551252,0.0130567021915582
"105",105,261217800.249001,12691.7148179116,27599.8685662001,42045.2703580179,5661306.62139253,28501187.3992857,295420585.853063,100,88.4223418265529,0.00429615112341029,0.00934256781276838,1.91635481496485,9.64766463954604,0.0142323427585816
"106",106,260972816.239394,13824.4295402496,30089.7361978335,45828.0031487338,5661615.86660445,28746286.5756521,295424632.847389,100,88.3382044767432,0.00467951145678198,0.0101852495872872,1.91643324120814,9.7304975210046,0.0155125869860716
"107",107,260728889.303346,15057.0565658261,32801.5583378198,49947.0432100282,5661909.14395775,28990022.8349466,295428679.897154,100,88.254427225587,0.00509668071869928,0.0111030379140031,1.91650625996393,9.81286679581642,0.0169066331770551
"108",108,260485986.168584,16398.303967035,35754.8896267377,54431.9398979985,5662187.55430553,29232400.0858771,295432727.002361,100,88.1709987961161,0.00555060508475894,0.0121025486883354,1.91657424407834,9.8947738060325,0.0184244787130722
"109",109,260244071.372254,17857.6290209766,38970.9869239,59314.8072924745,5662452.12261112,29473422.052199,295436774.163009,100,88.0879071705077,0.00604448416131282,0.0131909736133246,1.91663754068978,9.97621983102782,0.0200769885402781
"110",110,260003107.072135,19445.3016670999,42472.9555522778,64630.5437570921,5662703.80317973,29713092.2465657,295440821.379099,100,88.0051395262362,0.00658179244707297,0.0143761296607614,1.91669647300145,10.0572060786545,0.0218759694260938
"111",111,259763052.842063,21172.47322147,46285.907907516,70417.0699664462,5662943.48452942,29951413.9429123,295444868.650633,100,87.9226821668834,0.0071663025721752,0.0156665127131551,1.91675134193172,10.1377336758995,0.0238342504603507
"112",112,259523865.450282,23051.2507667395,50437.1354522855,76715.5869121348,5663171.99392631,30188390.1471842,295448915.977611,100,87.8405204471788,0.00780211045637625,0.0170713557318002,1.91680242765063,10.2178036589824,0.0259657703120319
"113",113,259285498.619349,25094.7776677356,54956.2951981888,83570.85551721,5663390.10160705,30424023.5662111,295452963.360034,100,87.7586386918005,0.00849366253847844,0.0186006918235645,1.9168499910105,10.297416962827,0.0282856717924917
"114",114,259047902.766119,27317.3206952196,59875.6118642904,91031.4996144117,5663598.52471037,30658316.5745126,295457010.797901,100,87.6770201074406,0.009245785240109,0.020265422608383,1.91689427487791,10.376574409833,0.0308104043185758
"115",115,258811024.720199,29734.3642748647,65230.0969944118,99150.3341779788,5663797.9309374,30891271.1788103,295461058.291216,100,87.5956466875938,0.0100637168386358,0.0220773923208923,1.91693550537377,10.455276697873,0.0335578349144926
"116",116,258574807.419186,32362.7124148237,71057.7864149454,107984.720842169,5663988.94195985,31122888.9800016,295465105.839977,100,87.5144991094918,0.010953141936277,0.0240494681133109,1.91697389302798,10.5335243874306,0.0365473684397281
"117",117,258339189.578827,35220.5989034004,77399.9975214313,117596.952892221,5664172.13659308,31353171.1323406,295469153.444186,100,87.4335566225622,0.0119202287253494,0.0261956270626579,1.9170096338544,10.6113178877954,0.0398000777818709
"118",118,258104105.336142,38327.8064082374,84301.6079958244,128054.672075656,5664348.05375056,31582118.299546,295473201.103843,100,87.3527969277432,0.0129716692630839,0.028531050423824,1.91704291035174,10.6886574422181,0.0433388448080106
"119",119,257869483.863384,41705.7951499873,91811.3576775587,139431.31975377,5664517.19519454,31809730.6075433,295477248.81895,100,87.272196046942,0.0141147229834748,0.0310722257109599,1.91707389243542,10.7655431119282,0.0471885129264911
"120",120,257635248.950579,45377.8418665069,99982.1754404631,151806.62509515,5664680.02809719,32036007.5935237,295481296.589506,100,87.1917281818669,0.0153572636881811,0.0338370572332238,1.91710273830522,10.8419747589064,0.0513760521722786
"121",121,257401318.554215,49369.1898279867,108871.533064547,165267.133204991,5664836.98742512,32260948.1509814,295485344.415514,100,87.1113655614185,0.0167078302734918,0.0368449857572126,1.91712959525302,10.9179520272978,0.0559307377940853
